DNA sample ethnicity and id,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,DNA sample ethnicity,sample id
Kurdish:KRD-8,0.08992,0.116786,-0.062979,-0.035853,-0.042777,-0.009203,0.00188,-0.003692,-0.037428,-0.017495,0.00406,0.002997,0.002676,0.007156,0.002307,0.016971,0.012256,0.00152,-0.00905,-0.004377,-0.001123,-0.006925,-0.002711,-0.010483,0.008263,Kurdish,KRD-8
Kurdish:kurd1101,0.094473,0.11577,-0.058831,-0.035853,-0.039392,-0.003068,0.003995,-0.004615,-0.027406,-0.014214,0.000325,-0.000749,-0.002527,-0.003028,-0.001086,0.010872,-0.00326,0.003041,0.002011,-0.010255,0.008859,-0.004451,-0.001849,-0.001807,0.003712,Kurdish,kurd1101
Kurdish:kurd1156,0.100164,0.113739,-0.069013,-0.050711,-0.041546,-0.013666,0.002585,-0.005769,-0.02986,-0.008018,0.005846,-0.003297,0.004608,-0.009909,0.002986,0.020684,0.0103,0.008868,-0.002514,-0.004752,0.001747,-0.000742,0.00037,-0.005904,-0.001317,Kurdish,kurd1156
Kurdish:kurd1159,0.099026,0.112724,-0.056568,-0.033915,-0.040315,-0.00251,0.004935,-0.006692,-0.034769,-0.017495,-0.000487,-0.004796,0.006392,0.003028,0.00665,0.017502,-0.000782,-0.000127,-0.000503,-0.007379,-0.00025,-0.006183,0.000493,-0.006627,-0.001916,Kurdish,kurd1159
Kurumba:KUR3,0.0387,-0.089367,-0.177247,0.113051,-0.075091,0.058288,0.001645,0.01223,0.049699,0.033714,-0.001137,0.004046,-0.001933,0.011973,-0.009636,-0.003978,0.003781,0.002027,-0.004651,0.000625,0.006239,0.001237,-0.004067,-0.003856,-0.00012,Kurumba,KUR3
Kusunda:Kusunda01,0.034147,-0.246774,-0.086361,0.044574,-0.025543,0.033467,-0.00517,0.003231,0.028429,0.014761,-0.047905,-0.003747,0.002825,-0.010597,-0.005293,-0.007823,0.011995,-0.005321,-0.002765,0.009254,0.000374,0.014715,-0.001849,0.009278,0.019878,Kusunda,Kusunda01
Kusunda:Kusunda02,0.028456,-0.290441,-0.070144,0.035207,-0.008001,0.03263,0.00047,0.005307,0.031088,0.022233,-0.051477,-0.005845,0.003717,-0.006881,-0.014658,-0.000796,0.009518,-0.00114,-0.01081,0.010755,-0.004367,0.025472,0.003081,0.005302,0.020597,Kusunda,Kusunda02
Kusunda:Kusunda03,0.022765,-0.343249,-0.049403,0.018734,-0.001846,0.020917,-0.00235,0.002538,0.019839,0.026789,-0.065605,-0.006145,0.006392,-0.002064,-0.011129,-0.003182,0.01343,-0.004054,-0.016089,0.019134,0.003619,0.026091,0.001849,-0.000723,0.023471,Kusunda,Kusunda03
Kusunda:Kusunda05,0.022765,-0.307705,-0.065619,0.031977,0.000923,0.023985,0.00282,0.012692,0.02127,0.018406,-0.048554,-0.006594,0.006392,-0.004266,-0.006107,-0.010872,0.013821,-0.010008,-0.011816,0.01013,-0.001996,0.022381,-0.002342,-0.005302,0.016525,Kusunda,Kusunda05
Kusunda:Kusunda10,0.026179,-0.29755,-0.068636,0.028101,-0.010463,0.029841,0.003525,0.009692,0.020043,0.019864,-0.050178,-0.000599,0.005352,-0.002477,-0.008415,-0.014717,-0.002477,-0.004561,-0.000126,0.008129,-0.004742,0.03351,0.00456,-0.003494,0.030297,Kusunda,Kusunda10
Kusunda:Kusunda12,0.021626,-0.356451,-0.045254,0.00969,0.004308,0.017012,-0.00329,0.008307,0.008999,0.018406,-0.067066,-0.006894,0.012785,0.001789,-0.015065,-0.009414,0.008475,-0.008742,-0.008673,0.012381,0.002246,0.025843,0.007148,-0.003494,0.027063,Kusunda,Kusunda12
Kusunda:Kusunda15,0.004553,-0.312783,-0.088246,0.048127,-0.007386,0.038208,0.00094,0.014999,0.046018,0.033896,-0.055862,-0.008093,0.0055,0.002477,-0.017644,-0.007425,0.000913,-0.002914,-0.001131,0.012631,0.009358,0.015457,0.005053,0.001205,0.019759,Kusunda,Kusunda15
Lahu:HGDP01317,0.013659,-0.443786,-0.029415,-0.057817,0.096941,0.040439,0.001645,-0.006461,-0.010226,-0.002734,-0.019811,-0.002698,0.005054,-0.003028,-0.003257,0.001193,0.000391,0.003547,-0.005279,-0.003252,0.012104,0.011005,0.005916,0.001446,0.023471,Lahu,HGDP01317
Lahu:HGDP01318,0.015935,-0.4316,-0.037712,-0.057171,0.098788,0.053826,-0.003055,-0.011999,-0.015544,-0.005832,0.005521,0.001948,-0.000595,0.002064,-0.0057,0.002387,0.008736,-0.001774,-0.003017,-0.005378,-0.002745,0.014344,0.005053,0.006145,0.030536,Lahu,HGDP01318
Lahu:HGDP01319,0.021626,-0.4316,-0.035826,-0.054587,0.099095,0.041276,-0.00141,-0.010384,-0.007158,-0.008383,-0.00406,-0.004496,-0.00223,0.000688,0.002307,0.002121,0.006519,-0.005194,-0.006285,-0.002001,0,0.014838,0.001849,0.000361,0.033889,Lahu,HGDP01319
Lahu:HGDP01320,0.014797,-0.436678,-0.04186,-0.047804,0.107097,0.052431,0.003525,-0.007384,-0.013294,-0.006014,-0.003248,-0.00015,-0.002379,0.004679,0.00095,-0.001458,-0.001825,-0.000887,-0.003394,0.006378,-0.007112,0.019784,0.007518,0.006025,0.031255,Lahu,HGDP01320
Lahu:HGDP01321,0.017073,-0.432616,-0.035826,-0.053941,0.106174,0.041555,0.00094,-0.007615,-0.010635,-0.004191,0.005359,-0.001499,-0.00223,-0.004542,-0.007057,-0.002917,-0.001565,0.000633,-0.00352,0.003126,-0.000998,0.017806,0.006902,0.000964,0.027902,Lahu,HGDP01321
Lahu:HGDP01322,0.014797,-0.429569,-0.033564,-0.061047,0.108943,0.054941,-0.00141,-0.004846,-0.01268,-0.01221,-0.000162,-0.00045,0.001041,0.001514,0.005157,0.00305,-0.001434,-0.004054,-0.006536,0.009379,-0.004617,0.022752,0.005053,0.003494,0.033171,Lahu,HGDP01322
Lahu:HGDP01323,0.012521,-0.4316,-0.036204,-0.055556,0.100942,0.047969,0.0047,-0.003692,-0.00859,-0.007654,-0.008282,0.002398,0.000892,-0.012248,-0.006786,0.000398,0.005215,0.002154,0.000251,0.002251,0.005116,0.018795,0.00986,0.000241,0.027782,Lahu,HGDP01323
Lak:DAG-325,0.113823,0.1046,-0.024136,0.008075,-0.039084,0.006693,0.003525,0.000231,-0.066675,-0.042461,0.000162,0.007044,-0.019177,-0.001927,0.010315,-0.001458,0.001956,0.002787,-0.010433,0.006503,-0.007612,0.00371,0.010723,0.01699,-0.005868,Lak,DAG-325
Lak:DAG-335,0.114961,0.106631,-0.019987,0.005814,-0.035391,0.013945,0.00752,0.000923,-0.066675,-0.046106,-0.000162,0.007194,-0.010555,-0.003716,0.017508,-0.001326,0.004563,-0.004054,-0.006034,0.004252,0.005865,-0.008532,0.001725,0.003856,-0.005269,Lak,DAG-335
Lak:DAG-336,0.111547,0.093429,-0.018102,0.01615,-0.048932,0.018407,0.006815,-0.005077,-0.059312,-0.049022,0.000974,0.012289,-0.009812,-0.013349,0.03108,0.009414,-0.002347,-0.001774,-0.01081,0.008879,-0.002496,-0.003215,0.013557,0.011568,-0.012933,Lak,DAG-336
Lak:DAG-344,0.120652,0.101553,-0.018479,0.010336,-0.0437,0.014223,-0.003055,-0.006923,-0.059312,-0.043008,-0.003085,0.010191,-0.007879,-0.010459,0.020087,0.004906,0.00352,0.005701,0.003017,0.017008,-0.006738,0.003339,0.009244,0.013737,-0.00491,Lak,DAG-344
Lak:DAG-371,0.114961,0.101553,-0.024136,0.017442,-0.051394,0.01506,0.006345,-0.006,-0.061357,-0.054853,0.006496,0.004046,0,-0.011147,0.017508,0.005038,0.00339,-0.006461,-0.011439,0.011881,-0.011105,-0.008285,0.013927,0.006386,-0.008861,Lak,DAG-371
Lak:DAG-372,0.113823,0.107646,-0.02753,0.007429,-0.042162,0.020359,0.00611,0.003,-0.059925,-0.044101,-0.007957,0.008243,-0.019475,-0.006606,0.027958,0.00358,-0.00013,0,-0.003017,0.002626,-0.000998,0.00371,0.001972,0.013496,0.008622,Lak,DAG-372
Lak:DAG-376,0.120652,0.101553,-0.009805,0.015827,-0.040315,0.015897,0.006815,-0.009923,-0.060744,-0.044648,-0.00341,0.007793,-0.007879,-0.01156,0.010179,-0.000928,0.009127,-0.003674,-0.00817,0.004377,-0.004367,-0.003586,0.008627,0.015303,-0.003473,Lak,DAG-376
Lak:DAG-388,0.106994,0.099522,-0.018479,0.014858,-0.044008,0.022869,0.012691,-0.005769,-0.062175,-0.042643,-0.001786,0.008992,-0.005798,-0.0139,0.017372,-0.004906,0.001565,-0.003421,-0.004777,0.001,-0.005615,-0.007419,0.005916,0.009399,-0.002754,Lak,DAG-388
Lak:DAG-390,0.112685,0.103584,-0.01961,0.011951,-0.03693,0.009482,0.006815,-0.005307,-0.059925,-0.043008,-0.008282,0.007793,-0.010258,0.00234,0.019679,-0.006099,-0.014864,0.00228,-0.000503,0.010505,-0.004243,0.0115,0.010969,0.009158,-0.006466,Lak,DAG-390
Lak:DAG-400,0.114961,0.089367,-0.021873,0.020349,-0.038161,0.013108,0.008225,-0.006461,-0.059925,-0.048839,0.006983,0.01139,-0.010109,-0.00289,0.024022,0.007292,0.012647,-0.00266,0.008673,0.006878,0.003868,-0.002349,0.010846,0.004338,-0.006227,Lak,DAG-400
Lak:DAG352_lak,0.113823,0.102568,-0.022627,0.011628,-0.047086,0.012829,0.00987,-0.003923,-0.065243,-0.041914,-0.001137,0.007044,-0.008771,-0.003716,0.018458,-0.010209,-0.020861,-0.001394,-0.003897,-0.001876,-0.003244,0.001237,0.007272,0.005181,-0.002275,Lak,DAG352_lak
Lak:DAG355_lak,0.112685,0.1046,-0.024136,0.002584,-0.03693,0.011156,0.009165,-0.003692,-0.060744,-0.045559,0.001786,0.007943,-0.01219,-0.001651,0.018865,-0.015778,-0.013821,0.00152,-0.001383,0.000125,0.001123,-0.000742,0.006162,0.009158,-0.002155,Lak,DAG355_lak
Lak:DAG366_lak,0.111547,0.085304,-0.023004,0.010336,-0.038469,0.013108,0.0047,-0.005077,-0.059516,-0.041368,0.001461,0.007493,-0.015312,-0.011285,0.016558,0.005038,0.007171,-0.006334,-0.00817,0.005127,-0.004617,-0.006801,-0.001602,0.014701,0.000239,Lak,DAG366_lak
Lak:DAG367_lak,0.114961,0.102568,-0.03017,0.006783,-0.047086,0.011713,0.002585,-0.006923,-0.05604,-0.036812,-0.005196,0.010191,-0.016204,-0.012386,0.017644,-0.007027,-0.011083,-0.005321,-0.006662,0.002126,0.002496,-0.000124,0.005669,0.009278,0.002634,Lak,DAG367_lak
Lak:DAG380_lak,0.108132,0.106631,-0.032809,-0.012597,-0.031698,0.003904,0.00188,-0.004846,-0.049904,-0.028064,0.000325,0.004196,-0.007879,-0.013625,0.012758,0.011535,0.017341,-0.008235,-0.005782,0.01038,0.003494,-0.004946,0.00037,0.009278,0.006826,Lak,DAG380_lak
Lak:DAG387_lak,0.113823,0.105615,-0.027907,0.008075,-0.045547,0.003068,0.00564,-0.00923,-0.058494,-0.042461,0.002923,0.009891,-0.012636,-0.013212,0.020765,-0.006629,0.000391,-0.004687,-0.005782,0.009254,0.000873,0.00136,0.000863,0.015303,-0.003113,Lak,DAG387_lak
Lak:DAG393_lak,0.10927,0.111708,-0.025267,0.011628,-0.036007,0.008088,0.01034,-0.001385,-0.061971,-0.044283,-0.000487,0.003747,-0.012042,-0.010046,0.015744,0.003713,-0.001173,-0.004561,0.001257,0.004752,0.001248,0.003586,0.005546,0.001566,0.000838,Lak,DAG393_lak
Lak:DAG397_lak,0.112685,0.105615,-0.024136,-0.004199,-0.033852,0.016733,0.00423,0,-0.045609,-0.028611,-0.002436,0.002548,-0.006987,-0.004679,0.017101,0.000133,0.007693,-0.005448,-0.01433,0.012631,0.001747,-0.001978,0.001356,0.00012,-0.000838,Lak,DAG397_lak
Laka:T_Laka-1.DG,-0.618059,0.063978,0.016216,0.008721,-0.005232,0.009761,-0.026321,0.028614,-0.021475,0.004738,0.002111,0.002997,0.002379,-0.000688,0.006107,-0.006232,0.005737,-0.004054,0.009176,-0.004002,-0.001497,-0.00272,0.00456,0,-0.000718,Laka,T_Laka-1.DG
Laka:T_Laka-2.DG,-0.614645,0.062963,0.013576,0.011628,0.00277,0.009203,-0.033136,0.037614,-0.016362,0.004191,-0.002923,0.010191,0.008325,0.003441,0.007329,-0.008353,0.005737,-0.00114,0.01345,-0.008004,0.000749,0.000371,0.000863,0.000723,-0.001557,Laka,T_Laka-2.DG
Latvian:latvian22J5,0.143417,0.121864,0.087492,0.090117,0.038161,0.035419,0.008695,0.01223,-0.003477,-0.03426,-0.00406,-0.01109,0.017691,0.037571,-0.014522,-0.010209,-0.014212,0.002534,0.006285,0.004502,-0.003993,-0.005688,0.013064,-0.012893,0.002036,Latvian,latvian22J5
Latvian:latvian54A2,0.135449,0.119832,0.096166,0.096254,0.04924,0.038487,0.014101,0.016153,-0.002045,-0.040456,-0.005684,-0.018434,0.024975,0.029314,-0.010586,0.016706,0.024121,-0.001774,-0.002137,0.008879,-0.000749,-0.001731,0.01368,-0.004217,0.000359,Latvian,latvian54A2
Latvian:latvian54F2,0.132035,0.121864,0.083344,0.081719,0.044624,0.032072,0.015746,0.011538,-0.001841,-0.028793,-0.00406,-0.014237,0.022745,0.024772,-0.007872,0.013922,0.018123,0.000127,-0.005782,0.005878,-0.002496,-0.00779,0.002835,-0.00723,0.005868,Latvian,latvian54F2
Latvian:latvian54H7,0.133173,0.122879,0.09428,0.088179,0.036314,0.035977,0.015041,0.015461,-0.003068,-0.039727,-0.003735,-0.012439,0.029286,0.031791,-0.00855,-0.004243,-0.017602,-0.001394,0.008547,-0.001,-0.006364,-0.002968,0.012571,-0.011929,0.005748,Latvian,latvian54H7
Latvian:latvian58C6,0.133173,0.125926,0.082589,0.091086,0.047701,0.028168,0.0094,0.014999,-0.000409,-0.041185,-0.000325,-0.012889,0.021407,0.033442,-0.011265,0.00411,0.003129,-0.001394,0.001131,0.003252,-0.000374,-0.010387,0.003204,-0.010363,-0.000838,Latvian,latvian58C6
Lebanese_Christian:Lebanese10AR37,0.091058,0.144205,-0.054305,-0.076874,-0.013233,-0.034861,0,-0.013153,0.00225,0.01385,0.004709,-0.007194,0.000446,-0.000413,-0.014929,0.012331,-0.000391,0.002027,0.001257,-0.004127,0.000749,0.006059,0,0,0.002515,Lebanese_Christian,Lebanese10AR37
Lebanese_Christian:Lebanese15AR37,0.083091,0.145221,-0.040352,-0.080104,-0.014772,-0.029005,-0.00517,0.003692,0.003886,0.01057,0.013316,-0.008992,0.015907,-0.000413,-0.008686,0.011005,-0.005737,0.007728,0.003771,0.00075,-0.003244,-0.004204,-0.001602,0.008676,-0.001197,Lebanese_Christian,Lebanese15AR37
Lebanese_Christian:Lebanese1AQ127,0.080814,0.136081,-0.056945,-0.071706,-0.011079,-0.030957,-0.00188,-0.003923,0.005318,0.010205,0.004384,-0.004196,0.007136,-0.006744,-0.003122,0.003447,-0.001565,0.006334,0.011564,-0.004752,0.007487,-0.001237,-0.007888,0.00723,0.001557,Lebanese_Christian,Lebanese1AQ127
Lebanese_Christian:Lebanese1AQ170,0.088782,0.147252,-0.049026,-0.083657,-0.020311,-0.034582,0.00047,-0.001846,0.008385,0.00328,0.007795,-0.00045,0.00446,0.001376,-0.012215,0.008618,-0.005607,-0.000633,-0.007039,0.007754,0.00025,-0.00136,-0.001232,-0.004458,-0.006227,Lebanese_Christian,Lebanese1AQ170
Lebanese_Christian:Lebanese22BA23,0.088782,0.146236,-0.049026,-0.082365,-0.004001,-0.028726,0.00188,-0.008769,0.003681,0.005103,0.00341,0.001948,0.007433,0.004542,-0.002579,0.018165,0.013038,-0.001014,0.006285,5.00E-04,0,-0.004575,0.009367,0.001325,-0.000479,Lebanese_Christian,Lebanese22BA23
Lebanese_Christian:Lebanese4AQ115,0.088782,0.148267,-0.050157,-0.082042,-0.011079,-0.034025,-0.00141,0.002308,0.009204,0.020228,0.009256,-0.006444,0.011893,-0.006055,-0.016829,0.005436,0.000522,0.002534,0.002011,0.00025,0.002496,0.001855,-0.002342,-0.008555,0.003712,Lebanese_Christian,Lebanese4AQ115
Lebanese_Christian:Lebanese6AQ115,0.088782,0.157407,-0.046763,-0.086241,-0.014464,-0.03012,0.001175,-0.004846,0.005931,0.010205,0.006008,-0.003147,0.02111,0.008257,-0.009636,0.009546,-0.005476,0.00114,-0.002011,0.007128,-0.008735,0.00272,-0.002835,0.002169,0.001676,Lebanese_Christian,Lebanese6AQ115
Lebanese_Christian:Lebanese6AQ170,0.08992,0.141159,-0.048649,-0.069768,-0.012002,-0.030399,0.000705,-0.010153,-0.000409,0.008201,0.008282,-0.007343,0.013974,0.000826,-0.013843,0.004508,-0.007823,-0.001267,-0.000251,-0.003001,0.003868,-0.001731,-0.002218,0.011447,-0.003233,Lebanese_Christian,Lebanese6AQ170
Lebanese_Christian:Lebanese8AS15,0.093335,0.146236,-0.0445,-0.076874,-0.01508,-0.023985,-0.000235,-0.001846,0.008385,0.010387,0.002761,-0.004946,0.01115,-0.001376,-0.010993,0.003182,-0.005867,-0.00076,0.00729,-0.005628,0.003993,-0.000247,-0.003944,0.003374,-0.009221,Lebanese_Christian,Lebanese8AS15
Lebanese_Druze:1056,0.083091,0.14319,-0.046386,-0.062985,-0.018465,-0.022869,-0.005405,-0.006461,-0.001636,0.005832,0.003248,-0.007194,0.009812,0.002202,-0.002986,0.004641,-0.001956,0,0.002765,0.003126,-0.000624,0.001113,-0.006162,0.006748,-0.005029,Lebanese_Druze,1056
Lebanese_Druze:1153,0.080814,0.140143,-0.051666,-0.073644,-0.015695,-0.022311,0.002115,-0.004154,0.002454,0.003462,0.001949,-0.000749,0.005946,0.003303,-0.018865,0.008751,0.010952,-0.006208,0.005656,0.002626,-0.003494,0.002349,-0.007272,0.002289,-0.003353,Lebanese_Druze,1153
Lebanese_Druze:1247,0.083091,0.14319,-0.056568,-0.075259,-0.010463,-0.029005,-0.00376,-0.006692,-0.002045,0.011116,0.003248,-0.004046,0.012933,0.001239,-0.003393,0.007425,-0.001304,0.002027,-0.001508,-0.004127,0.005241,-0.000247,-0.001972,-0.001084,0.000599,Lebanese_Druze,1247
Lebanese_Druze:1271,0.085367,0.141159,-0.046386,-0.069122,-0.016618,-0.02259,0.00188,-0.003923,-0.005522,0.005832,0.009256,-0.004646,0.012785,-0.001651,-0.002036,0.008221,-0.003129,0.00152,0.005656,-0.003126,0.002995,0.005812,0.002342,0.001566,0.000359,Lebanese_Druze,1271
Lebanese_Druze:252,0.084229,0.137096,-0.051288,-0.063308,-0.015695,-0.024263,-0.004465,-0.000692,-0.003886,0.005467,0.004384,-0.003597,0.008622,0.004817,-0.006379,0.012861,0.004433,0.001394,0,0.001251,-0.004367,0.000495,0.000246,0.003012,0.000359,Lebanese_Druze,252
Lebanese_Druze:555,0.084229,0.135065,-0.048271,-0.072998,-0.019696,-0.028726,-0.001645,-0.011538,-0.005727,0.007472,0.004872,-0.004796,0.007284,0.003303,-0.009093,-0.001458,-0.009909,0.003041,0.00817,-0.005378,0,0.007666,0.006286,0.005181,-0.003592,Lebanese_Druze,555
Lebanese_Druze:799,0.083091,0.136081,-0.048271,-0.064923,-0.012925,-0.024821,-0.00564,-0.003692,0.002454,0.004191,0.006008,-0.003147,0.013379,-0.003578,-0.007057,0.010209,-0.004172,-0.005068,-0.00088,-0.00025,-0.008235,-0.003339,-0.00037,0.000964,-0.002634,Lebanese_Druze,799
Lebanese_Druze:927,0.087644,0.146236,-0.047894,-0.071706,-0.012002,-0.030399,-0.00893,-0.005307,-0.005318,0.01221,0.01023,0.000899,0.004906,0.008395,-0.005022,-0.005171,-0.014864,0.005448,0.002263,-0.001751,0.001123,0.003586,0.004314,0.003735,-0.001796,Lebanese_Druze,927
Lebanese_Druze:971,0.081953,0.141159,-0.053174,-0.071706,-0.023081,-0.026495,0.002585,-0.002538,-0.002454,0.011116,0.000487,0.000749,0.003865,0.001101,-0.004886,0.009812,0.001956,0.004687,0.001885,-0.003502,-0.004367,-0.003462,-0.000123,0.003976,0.003473,Lebanese_Druze,971
Lebanese_Druze:981,0.087644,0.141159,-0.046763,-0.075259,-0.012002,-0.020359,-0.00094,-0.008307,-0.001432,0.009294,0.007795,-0.003747,0.011298,0.001101,-0.008958,0.006364,-0.002868,0.00152,0.000754,0.002001,-0.001497,0.005441,0.005176,-0.001205,0.005748,Lebanese_Druze,981
Lebanese_Muslim:Lebanese10AQ127,0.072847,0.137096,-0.048649,-0.077197,-0.016926,-0.0251,-0.00188,-0.005538,0.008385,0.013121,0.012504,-0.008093,0.017988,-0.003165,-0.010043,0.007558,0.000913,0.003041,0.004022,0.001501,-0.003244,-0.00136,-0.007765,0.004097,0.007065,Lebanese_Muslim,Lebanese10AQ127
Lebanese_Muslim:Lebanese11AS14,0.083091,0.144205,-0.043746,-0.072352,-0.000923,-0.034025,-0.00423,-0.009461,0.002863,0.007654,-0.00065,-0.005695,0.017988,0.002752,-0.009636,0.002121,-0.004563,0.006714,-0.000628,0.002376,-0.006239,0.001237,-0.001725,-0.003494,0.011616,Lebanese_Muslim,Lebanese11AS14
Lebanese_Muslim:Lebanese20AR21,0.079676,0.14319,-0.050911,-0.077843,-0.014464,-0.018407,0.003995,-0.013153,-0.003272,0.005285,0.00341,-0.007194,0.010704,0.004817,-0.009093,0.006762,-0.001956,-0.001014,0.007919,-0.006378,0.000125,0.001484,-0.010723,0.003856,-0.000359,Lebanese_Muslim,Lebanese20AR21
Lebanese_Muslim:Lebanese24AR27,0.076261,0.13405,-0.039598,-0.060724,-0.025543,-0.019801,-0.007285,-0.010384,0.005113,-0.003462,0.006658,-0.005845,0.010704,0.002477,-0.005565,0.00716,-0.002477,0,-0.004274,0.012756,-0.000125,0.000247,-0.005669,0.001205,-0.002036,Lebanese_Muslim,Lebanese24AR27
Lebanese_Muslim:Lebanese2AQ121,0.07057,0.132019,-0.047894,-0.065246,-0.01908,-0.027889,-0.002585,-0.001385,0.001841,0.001093,0.004384,-0.009591,0.018285,-0.001514,-0.012758,-0.000265,0.001434,0.001394,0.001131,0.004627,-0.00025,0.001113,0.002958,0.008917,-0.00479,Lebanese_Muslim,Lebanese2AQ121
Lebanese_Muslim:Lebanese2AQ127,0.063741,0.131003,-0.046763,-0.060401,-0.018157,-0.023148,0.00047,-0.005769,-0.002045,0.001276,0.007957,-0.006444,0.007433,0.001239,-0.008007,0.013657,0.011865,-0.004054,0.00176,-0.005878,0.005865,-0.004946,0.001479,0.005543,-0.003473,Lebanese_Muslim,Lebanese2AQ127
Lebanese_Muslim:Lebanese30AR21,0.062603,0.127957,-0.050911,-0.066215,-0.016926,-0.020359,-0.003995,-0.008077,0.001432,0.001458,0.005521,0.002098,0.001635,0.003853,-0.009229,0.001591,-0.003912,-0.005194,0.006913,-0.000625,-0.003993,-0.00643,-0.007641,-0.005543,0.001557,Lebanese_Muslim,Lebanese30AR21
Lebanese_Muslim:Lebanese6AS15,0.073985,0.140143,-0.038466,-0.063631,-0.015387,-0.019243,0.003055,0.005307,0.007363,0.001822,0.005359,-3.00E-04,0.010109,0.004129,-0.002714,-0.002387,0.005607,0.005701,0.00352,-0.001251,0.005989,-0.000618,0.003821,0.007471,-0.002275,Lebanese_Muslim,Lebanese6AS15
Lebanese_Muslim:Lebanese7AQ150,0.080814,0.119832,-0.042615,-0.063954,-0.025543,-0.016455,0.00799,-0.012923,-0.014726,0.002734,0.00065,0.002398,0.01115,0.009909,-0.008958,-0.006099,-0.011735,0.001014,0.001383,-0.004252,-0.001747,-0.006183,-0.006409,0.002651,-0.00012,Lebanese_Muslim,Lebanese7AQ150
Lebanese_Muslim:Lebanese7AR20,0.088782,0.13405,-0.042238,-0.062662,-0.014156,-0.015339,-0.007755,-0.00923,-0.000205,0.007107,-0.001949,0.001049,0.010406,0.005643,-0.004207,0.003845,-0.01369,0.005068,-0.001383,0.001876,-0.013351,0.002349,0.003574,-0.00494,-0.008622,Lebanese_Muslim,Lebanese7AR20
Lebanese_Muslim:Lebanese7AR23,0.080814,0.139128,-0.043746,-0.069768,-0.014156,-0.025658,0.003525,0.006923,-0.000409,0.002005,0.006658,-0.004496,0.015758,0.000688,-0.014929,0.008618,-0.007432,-0.008108,-0.002514,0.003001,-0.001622,0.000495,-0.005793,-0.000361,-0.005987,Lebanese_Muslim,Lebanese7AR23
Lebbo:GS000016935,0.010244,-0.415352,-0.074293,-0.037468,0.149874,0.048248,-0.00799,-0.013615,-0.018816,-0.019317,0.079246,0.01094,-0.013231,0.001101,0.010043,0.005038,-0.01017,0,0.00905,0.001876,-0.006364,-0.015209,-0.020213,-0.008073,-0.021315,Lebbo,GS000016935
Lebbo:GS000016936,0.010244,-0.415352,-0.074293,-0.041344,0.153875,0.055499,-0.006815,-0.017307,-0.020861,-0.020775,0.080707,0.012289,-0.00996,0.00867,0.008686,0.000133,-0.00691,0.00152,0.009679,0.003126,-0.006239,-0.018177,-0.007888,-0.005181,-0.021675,Lebbo,GS000016936
Lebbo:GS000016937,0.005691,-0.421445,-0.075801,-0.033592,0.158799,0.044623,-0.0094,-0.015461,-0.01493,-0.019317,0.08022,0.015436,-0.018583,0.00234,0.0095,0.007027,-0.008996,0.003421,0.011061,-0.003126,-0.006863,-0.013231,-0.009367,-0.003856,-0.022154,Lebbo,GS000016937
Lemande:S_Lemande-1.DG,-0.626027,0.061947,0.016593,0.017119,-0.002154,0.01004,-0.024206,0.02723,-0.035587,0.025331,0.004709,-0.006145,0.000743,0.002615,-0.00285,0.000265,-0.004172,-0.005068,-0.001131,0.001,-0.000374,-0.000495,-0.006409,0.000602,-0.002395,Lemande,S_Lemande-1.DG
Lemande:S_Lemande-2.DG,-0.626027,0.064994,0.01697,0.019057,0.000923,0.012829,-0.027496,0.030691,-0.036814,0.018224,0.001461,0.000749,0.001338,0.000138,0.000407,-0.002917,-0.005346,0.002407,0.000251,0.000125,0.00262,-0.001484,-0.001849,-0.001687,0.001676,Lemande,S_Lemande-2.DG
Li:CS411,0.013659,-0.442771,-0.039975,-0.069122,0.12987,0.062193,0.00141,-0.011076,-0.01943,-0.015672,-0.001786,-0.003897,-0.001338,-0.008257,-0.007329,-0.000663,0.003781,0.009122,0.004022,-0.019009,0.018592,0.000371,0.018734,-0.00012,-0.005628,Li,CS411
Li:LS001,0.020488,-0.446833,-0.037712,-0.066538,0.127408,0.063029,0.001175,-0.013846,-0.020043,-0.008018,0.009581,-0.006294,0.011447,-0.010872,-0.002307,0.00358,0.000522,0.007855,-0.002514,-0.016008,0.014225,0.012736,0.026868,0.003976,-0.010658,Li,LS001
Li:SY071,0.01935,-0.448864,-0.036958,-0.074613,0.127408,0.066655,-0.002585,-0.007154,-0.022702,-0.019499,0.008444,-0.004196,-0.000297,-0.004542,0.002172,0.014983,0.006389,-0.002027,-0.005405,-0.015632,0.019216,0.009274,0.018857,0.001566,-0.00934,Li,SY071
Li:WZS058,0.007968,-0.445817,-0.046386,-0.055879,0.131717,0.064145,-0.000235,-0.007154,-0.019225,-0.014397,0.008931,0.002098,-0.001933,-0.014726,0.003529,0.006364,0.010822,-0.002787,-0.003142,-0.013632,0.010482,0.007914,0.010106,-0.006748,-0.008861,Li,WZS058
Libyan_Jew:LibyanJew1104,0.076261,0.141159,-0.029793,-0.063631,0.010463,-0.022869,-0.014806,-0.004846,0.019021,0.019135,-0.000325,0.002548,0.007433,0,-0.001764,0.007425,-0.001043,0.001394,0.002137,-0.005378,0.004991,0.003215,0.0053,-0.001205,0.001796,Libyan_Jew,LibyanJew1104
